sommes	293.820000
question	293.630000
fini	292.550000
avons	291.710000
eau	290.610000
longtemps	290.360000
gars	289.630000
demande	289.340000
porte	288.390000
hé	288.290000
putain	287.830000
enfant	287.260000
main	286.620000
sortir	285.450000
trouve	284.450000
belle	284.080000
aurait	282.170000
vont	281.350000
beau	281.230000
type	280.620000
cas	280.590000
place	280.540000
seulement	279.250000
ville	277.980000
voici	277.590000
leur	277.530000
salut	277.350000
terre	276.290000
truc	274.940000
police	274.310000
suite	274.180000
mettre	271.050000
enfin	265.830000
laissez	265.610000
matin	265.030000
chambre	263.930000
là-bas	263.150000
revoir	262.050000
regardez	261.810000
êtes	260.220000
tué	259.790000
papa	259.010000
entendu	256.430000
puis	256.190000
mari	254.920000
ensemble	253.470000
mec	252.940000
juste	252.710000
amis	252.660000
importe	251.390000
peu	250.970000
côté	250.510000
corps	250.150000
celui	250.130000
autres	249.700000
madame	249.320000
parlé	248.940000
loin	248.340000
pourrais	247.900000
prie	247.290000
chaque	246.290000
venu	244.700000
train	244.400000
leurs	243.560000
laisser	243.130000
femmes	242.750000
sens	240.850000
avons	237.780000
car	237.200000
savais	236.660000
devrais	235.630000
jeune	234.900000
ok	234.890000
mourir	234.740000
donné	234.660000
donner	233.300000
attendez	230.660000
excusez	230.250000
mis	228.570000
vers	227.770000
aimerais	227.660000
jouer	225.840000
coeur	224.980000
dernière	224.410000
avant	224.380000
hier	223.770000
docteur	223.480000
merde	221.460000
genre	219.660000
dont	219.210000
vivre	218.520000
perdu	217.230000
feu	215.870000
écoute	214.670000
filles	213.970000
cause	213.510000
tiens	212.990000
mains	212.970000
demandé	212.890000
guerre	212.820000
façon	212.600000
envie	210.620000
plutôt	210.400000
une	210.010000
espère	209.190000
pardon	209.130000
devrait	208.850000
devant	208.190000
ainsi	207.680000
manger	207.630000
affaire	207.500000
fin	207.340000
aucune	207.000000
merde	206.680000
sois	205.190000
reste	203.100000
salut	203.100000
arrivé	203.060000
pays	202.570000
ceux	202.020000
pensais	199.510000
boulot	198.680000
souviens	198.300000
grande	198.250000
compris	198.160000
minutes	197.450000
première	197.340000
étaient	197.090000
école	197.040000
endroit	196.750000
film	195.100000
voudrais	194.560000
possible	193.910000
après	193.680000
font	193.610000
désolé	193.510000
