ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
mortel	mORtEl	mortel	ADJ	ADJ,NOM	m	s		m_O_R|t_E_l	m_o_r|t_e_l	8.38	14.62
mortel	mORtEl	mortel	NOM	ADJ,NOM	m	s		m_O_R|t_E_l	m_o_r|t_e_l	0.81	2.84
mortelle	mORtEl	mortel	ADJ	ADJ,NOM	f	s		m_O_R|t_E_l_#	m_o_r|t_e_ll_e	6.69	5.69
mortelle	mORtEl	mortel	NOM	ADJ,NOM	f	s		m_O_R|t_E_l_#	m_o_r|t_e_ll_e	0.54	0.73
mortellement	mORtEl°m@	mortellement	ADV	ADV				m_O_R|t_E|l_°|m_@	m_o_r|t_e|ll_e|m_ent	3.18	2.03
mortelles	mORtEl	mortel	ADJ	ADJ,NOM	f	p		m_O_R|t_E_l_#	m_o_r|t_e_ll_es	2.3	1.22
mortelles	mORtEl	mortel	NOM	ADJ,NOM	f	p		m_O_R|t_E_l_#	m_o_r|t_e_ll_es	0.14	0.2
mortels	mORtEl	mortel	NOM	ADJ,NOM	m	p		m_O_R|t_E_l_#	m_o_r|t_e_l_s	3.31	3.32
mortels	mORtEl	mortel	ADJ	ADJ,NOM	m	p		m_O_R|t_E_l_#	m_o_r|t_e_l_s	2.7	2.61
mortes	mORt	mourir	VER	ADJ,NOM,VER	f	p	par:pas;	m_O_R_t_#	m_o_r_t_es	3.04	5.32
mortes	mORt	mort	ADJ	ADJ,NOM,VER	f	p		m_O_R_t_#	m_o_r_t_es	24.8	4.38
mortes	mORt	mort	NOM	ADJ,NOM,VER	f	p		m_O_R_t_#	m_o_r_t_es	1.28	1.44
mortibus	mORtibys	mortibus	ADJ	ADJ	m	s		m_O_R|t_i|b_y_s	m_o_r|t_i|b_u_s	0.34	0.02
mortier	mORtje	mortier	NOM	NOM	m	s		m_O_R|t_j_e	m_o_r|t_i_er	3.51	1.3
mortiers	mORtje	mortier	NOM	NOM	m	p		m_O_R|t_j_e_#	m_o_r|t_i_er_s	2.09	0.76
mortifia	mORtifja	mortifier	VER	VER			ind:pas:3s;	m_O_R|t_i|f_j_a	m_o_r|t_i|f_i_a	0.07	0.0
mortifiai	mORtifje	mortifier	VER	VER			ind:pas:1s;	m_O_R|t_i|f_j_e	m_o_r|t_i|f_i_ai	0.07	0.0
mortifiaient	mORtifjE	mortifier	VER	VER			ind:imp:3p;	m_O_R|t_i|f_j_E	m_o_r|t_i|f_i_aient	0.07	0.0
mortifiait	mORtifjE	mortifier	VER	VER			ind:imp:3s;	m_O_R|t_i|f_j_E	m_o_r|t_i|f_i_ait	0.54	0.0
mortifiant	mORtifj@	mortifiant	ADJ	ADJ,VER	m	s		m_O_R|t_i|f_j_@	m_o_r|t_i|f_i_ant	0.2	0.05
mortifiant	mORtifj@	mortifier	VER	ADJ,VER			par:pre;	m_O_R|t_i|f_j_@	m_o_r|t_i|f_i_ant	0.0	0.01
mortifiante	mORtifj@t	mortifiant	ADJ	ADJ	f	s		m_O_R|t_i|f_j_@_t_#	m_o_r|t_i|f_i_an_t_e	0.07	0.0
mortifiantes	mORtifj@t	mortifiant	ADJ	ADJ	f	p		m_O_R|t_i|f_j_@_t_#	m_o_r|t_i|f_i_an_t_es	0.07	0.0
mortifiants	mORtifj@	mortifiant	ADJ	ADJ	m	p		m_O_R|t_i|f_j_@_#	m_o_r|t_i|f_i_an_ts	0.07	0.0
mortification	mORtifikasj§	mortification	NOM	NOM	f	s		m_O_R|t_i|f_i|k_a|s_j_§	m_o_r|t_i|f_i|c_a|t_i_on	0.68	0.54
mortifications	mORtifikasj§	mortification	NOM	NOM	f	p		m_O_R|t_i|f_i|k_a|s_j_§_#	m_o_r|t_i|f_i|c_a|t_i_on_s	0.54	0.02
mortifie	mORtifi	mortifier	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	m_O_R|t_i|f_i_#	m_o_r|t_i|f_i_e	0.07	0.03
mortifier	mORtifje	mortifier	VER	VER			inf;	m_O_R|t_i|f_j_e	m_o_r|t_i|f_i_er	0.68	0.19
mortifié	mORtifje	mortifier	VER	VER	m	s	par:pas;	m_O_R|t_i|f_j_e	m_o_r|t_i|f_i_é	1.28	0.91
mortifiée	mORtifje	mortifier	VER	VER	f	s	par:pas;	m_O_R|t_i|f_j_e_#	m_o_r|t_i|f_i_é_e	0.74	0.49
mortifiés	mORtifje	mortifier	VER	VER	m	p	par:pas;	m_O_R|t_i|f_j_e_#	m_o_r|t_i|f_i_é_s	0.27	0.0
mortifère	mORtifER	mortifère	ADJ	ADJ		s		m_O_R|t_i|f_E_R_#	m_o_r|t_i|f_è_r_e	0.2	0.01
mortifères	mORtifER	mortifère	ADJ	ADJ	m	p		m_O_R|t_i|f_E_R_#	m_o_r|t_i|f_è_r_es	0.14	0.01
morts	mOR	mort	NOM	ADJ,NOM,VER		p		m_O_R_#	m_o_r_ts	66.15	78.09
morts	mOR	mourir	VER	ADJ,NOM,VER	m	p	par:pas;	m_O_R_#	m_o_r_ts	19.26	50.22
morts	mOR	mort	ADJ	ADJ,NOM,VER	m	p		m_O_R_#	m_o_r_ts	18.92	14.85
mortuaire	mORt8ER	mortuaire	ADJ	ADJ		s		m_O_R|t_8_E_R_#	m_o_r|t_u_ai_r_e	4.59	1.61
mortuaires	mORt8ER	mortuaire	ADJ	ADJ		p		m_O_R|t_8_E_R_#	m_o_r|t_u_ai_r_es	0.88	0.25
morue	moRy	morue	NOM	NOM	f	s		m_o|R_y_#	m_o|r_u_e	4.86	3.46
morues	moRy	morue	NOM	NOM	f	p		m_o|R_y_#	m_o|r_u_es	0.74	0.2
morula	mORyla	morula	NOM	NOM	f	s		m_O|R_y|l_a	m_o|r_u|l_a	0.0	0.01
morvandiau	mORv@djo	morvandiau	ADJ	ADJ	m	s		m_O_R|v_@|d_j_o	m_o_r|v_an|d_i_au	0.2	0.0
morve	mORv	morve	NOM	NOM	f	s		m_O_R_v_#	m_o_r_v_e	1.82	1.6
morves	mORv	morve	NOM	NOM	f	p		m_O_R_v_#	m_o_r_v_es	0.14	0.0
morveuse	mORv2z	morveux	NOM	ADJ,NOM	f	s		m_O_R|v_2_z_#	m_o_r|v_eu_s_e	0.14	0.46
morveuse	mORv2z	morveux	ADJ	ADJ,NOM	f	s		m_O_R|v_2_z_#	m_o_r|v_eu_s_e	0.2	0.12
morveuses	mORv2z	morveux	ADJ	ADJ	f	p		m_O_R|v_2_z_#	m_o_r|v_eu_s_es	0.07	0.01
morveux	mORv2	morveux	NOM	ADJ,NOM	m			m_O_R|v_2_#	m_o_r|v_eu_x	2.3	4.51
morveux	mORv2	morveux	ADJ	ADJ,NOM	m			m_O_R|v_2_#	m_o_r|v_eu_x	0.95	1.97
mos	mos	mos	NOM	NOM	m			m_o_s	m_o_s	0.0	0.01
mosaïque	mozaik	mosaïque	NOM	NOM	f	s		m_o|z_a|i_k_#	m_o|s_a|ï_qu_e	2.77	0.53
mosaïques	mozaik	mosaïque	NOM	NOM	f	p		m_o|z_a|i_k_#	m_o|s_a|ï_qu_es	1.76	0.06
mosaïquée	mozaike	mosaïqué	ADJ	ADJ	f	s		m_o|z_a|i|k_e_#	m_o|s_a|ï|qu_é_e	0.07	0.0
mosaïqués	mozaike	mosaïqué	ADJ	ADJ	m	p		m_o|z_a|i|k_e_#	m_o|s_a|ï|qu_é_s	0.07	0.0
mosaïste	mozaist	mosaïste	NOM	NOM	m	s		m_o|z_a|i_s_t_#	m_o|s_a|ï_s_t_e	0.14	0.0
moscoutaire	mOskutER	moscoutaire	NOM	NOM		s		m_O_s|k_u|t_E_R_#	m_o_s|c_ou|t_ai_r_e	0.07	0.0
moscovite	mOskovit	moscovite	ADJ	ADJ,NOM		s		m_O_s|k_o|v_i_t_#	m_o_s|c_o|v_i_t_e	1.15	0.34
moscovite	mOskovit	moscovite	NOM	ADJ,NOM		s		m_O_s|k_o|v_i_t_#	m_o_s|c_o|v_i_t_e	0.14	0.23
moscovites	mOskovit	moscovite	ADJ	ADJ,NOM		p		m_O_s|k_o|v_i_t_#	m_o_s|c_o|v_i_t_es	0.27	0.34
moscovites	mOskovit	moscovite	NOM	ADJ,NOM		p		m_O_s|k_o|v_i_t_#	m_o_s|c_o|v_i_t_es	0.27	0.04
mosellane	mozElan	mosellan	ADJ	ADJ	f	s		m_o|z_E|l_a_n_#	m_o|s_e|ll_a_n_e	0.14	0.0
mosellanes	mozElan	mosellan	ADJ	ADJ	f	p		m_o|z_E|l_a_n_#	m_o|s_e|ll_a_n_es	0.07	0.0
mosquée	mOske	mosquée	NOM	NOM	f	s		m_O_s|k_e_#	m_o_s|qu_é_e	4.32	2.71
mosquées	mOske	mosquée	NOM	NOM	f	p		m_O_s|k_e_#	m_o_s|qu_é_es	1.35	0.72
mot	mo	mot	NOM	NOM	m	s		m_o_#	m_o_t	260.47	174.83
motard	motaR	motard	NOM	NOM	m	s		m_o|t_a_R_#	m_o|t_a_r_d	3.45	1.79
motarde	motaRd	motard	NOM	NOM	f	s		m_o|t_a_R_d_#	m_o|t_a_r_d_e	0.14	0.07
motardes	motaRd	motard	NOM	NOM	f	p		m_o|t_a_R_d_#	m_o|t_a_r_d_es	0.07	0.01
motards	motaR	motard	NOM	NOM	m	p		m_o|t_a_R_#	m_o|t_a_r_ds	3.24	2.23
motel	motEl	motel	NOM	NOM	m	s		m_o|t_E_l	m_o|t_e_l	1.22	8.62
motels	motEl	motel	NOM	NOM	m	p		m_o|t_E_l_#	m_o|t_e_l_s	0.07	0.82
motesse	mOtEs	motesse	NOM	NOM	f	s		m_O|t_E_s_#	m_o|t_e_ss_e	0.07	0.0
motet	motE	motet	NOM	NOM	m	s		m_o|t_E	m_o|t_et	0.2	0.03
motets	motE	motet	NOM	NOM	m	p		m_o|t_E_#	m_o|t_e_ts	0.07	0.0
moteur	mot9R	moteur	NOM	ADJ,NOM	m	s		m_o|t_9_R	m_o|t_eu_r	41.28	26.31
moteur	mot9R	moteur	ADJ	ADJ,NOM	m	s		m_o|t_9_R	m_o|t_eu_r	1.28	2.54
moteurs	mot9R	moteur	NOM	ADJ,NOM	m	p		m_o|t_9_R_#	m_o|t_eu_r_s	9.8	7.32
moteurs	mot9R	moteur	ADJ	ADJ,NOM	m	p		m_o|t_9_R_#	m_o|t_eu_r_s	0.68	1.17
motif	motif	motif	NOM	NOM	m	s		m_o|t_i_f	m_o|t_i_f	15.74	12.2
motifs	motif	motif	NOM	NOM	m	p		m_o|t_i_f_#	m_o|t_i_f_s	15.41	4.36
motilité	mOtilite	motilité	NOM	NOM	f	s		m_O|t_i|l_i|t_e	m_o|t_i|l_i|t_é	0.0	0.02
motion	mosj§	motion	NOM	NOM	f	s		m_o|s_j_§	m_o|t_i_on	0.68	2.87
motions	mosj§	motion	NOM	NOM	f	p		m_o|s_j_§_#	m_o|t_i_on_s	0.61	0.22
motiva	motiva	motiver	VER	VER			ind:pas:3s;	m_o|t_i|v_a	m_o|t_i|v_a	0.14	0.0
motivai	motive	motiver	VER	VER			ind:pas:1s;	m_o|t_i|v_e	m_o|t_i|v_ai	0.07	0.0
motivaient	motivE	motiver	VER	VER			ind:imp:3p;	m_o|t_i|v_E	m_o|t_i|v_aient	0.14	0.0
motivais	motivE	motiver	VER	VER			ind:imp:2s;	m_o|t_i|v_E	m_o|t_i|v_ais	0.0	0.01
motivait	motivE	motiver	VER	VER			ind:imp:3s;	m_o|t_i|v_E	m_o|t_i|v_ait	0.27	0.08
motivant	motiv@	motivant	ADJ	ADJ,VER	m	s		m_o|t_i|v_@	m_o|t_i|v_ant	0.0	0.21
motivant	motiv@	motiver	VER	ADJ,VER			par:pre;	m_o|t_i|v_@	m_o|t_i|v_ant	0.07	0.06
motivante	mOtiv@t	motivant	ADJ	ADJ	f	s		m_O|t_i|v_@_t_#	m_o|t_i|v_an_t_e	0.0	0.03
motivateur	motivat9R	motivateur	NOM	NOM	m	s		m_o|t_i|v_a|t_9_R	m_o|t_i|v_a|t_eu_r	0.0	0.05
motivation	motivasj§	motivation	NOM	NOM	f	s		m_o|t_i|v_a|s_j_§	m_o|t_i|v_a|t_i_on	0.81	3.02
motivations	motivasj§	motivation	NOM	NOM	f	p		m_o|t_i|v_a|s_j_§_#	m_o|t_i|v_a|t_i_on_s	0.47	1.79
motive	motiv	motiver	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	m_o|t_i_v_#	m_o|t_i_v_e	0.34	1.33
motivent	motiv	motiver	VER	VER			ind:pre:3p;	m_o|t_i_v_#	m_o|t_i_v_ent	0.2	0.04
motiver	motive	motiver	VER	VER			inf;	m_o|t_i|v_e	m_o|t_i|v_er	0.34	1.3
motivera	motiv°Ra	motiver	VER	VER			ind:fut:3s;	m_o|t_i|v_°|R_a	m_o|t_i|v_e|r_a	0.0	0.02
motivez	motive	motiver	VER	VER			imp:pre:2p;	m_o|t_i|v_e	m_o|t_i|v_ez	0.0	0.01
motivé	motive	motiver	VER	VER,ADJ	m	s	par:pas;	m_o|t_i|v_e	m_o|t_i|v_é	0.2	1.67
motivé	motive	motivé	ADJ	VER,ADJ	m	s		m_o|t_i|v_e	m_o|t_i|v_é	0.14	0.56
motivée	motive	motiver	VER	VER,ADJ	f	s	par:pas;	m_o|t_i|v_e_#	m_o|t_i|v_é_e	0.47	0.42
motivée	motive	motivé	ADJ	VER,ADJ	f	s		m_o|t_i|v_e_#	m_o|t_i|v_é_e	0.27	0.36
motivées	motive	motiver	VER	VER,ADJ	f	p	par:pas;	m_o|t_i|v_e_#	m_o|t_i|v_é_es	0.07	0.04
motivées	motive	motivé	ADJ	VER,ADJ	f	p		m_o|t_i|v_e_#	m_o|t_i|v_é_es	0.07	0.02
motivés	motive	motiver	VER	VER,ADJ	m	p	par:pas;	m_o|t_i|v_e_#	m_o|t_i|v_é_s	0.14	0.53
motivés	motive	motivé	ADJ	VER,ADJ	m	p		m_o|t_i|v_e_#	m_o|t_i|v_é_s	0.0	0.49
moto	moto	moto	NOM	NOM	f	s		m_o|t_o	m_o|t_o	15.27	22.61
motocross	motokROs	motocross	NOM	NOM	m			m_o|t_o|k_R_O_s	m_o|t_o|c_r_o_ss	0.0	0.19
motoculteur	motokylt9R	motoculteur	NOM	NOM	m	s		m_o|t_o|k_y_l|t_9_R	m_o|t_o|c_u_l|t_eu_r	0.14	0.0
motoculture	motokyltyR	motoculture	NOM	NOM	f	s		m_o|t_o|k_y_l|t_y_R_#	m_o|t_o|c_u_l|t_u_r_e	0.0	0.14
motocycles	motosikl	motocycle	NOM	NOM	m	p		m_o|t_o|s_i_k_l_#	m_o|t_o|c_y_c_l_es	0.07	0.0
motocyclette	motosiklEt	motocyclette	NOM	NOM	f	s		m_o|t_o|s_i|k_l_E_t_#	m_o|t_o|c_y|c_l_e_tt_e	3.31	0.36
motocyclettes	motosiklEt	motocyclette	NOM	NOM	f	p		m_o|t_o|s_i|k_l_E_t_#	m_o|t_o|c_y|c_l_e_tt_es	0.88	0.04
motocyclisme	motosiklism	motocyclisme	NOM	NOM	m	s		m_o|t_o|s_i|k_l_i_s_m_#	m_o|t_o|c_y|c_l_i_s_m_e	0.0	0.02
motocycliste	motosiklist	motocycliste	NOM	NOM		s		m_o|t_o|s_i|k_l_i_s_t_#	m_o|t_o|c_y|c_l_i_s_t_e	1.28	0.04
motocyclistes	motosiklist	motocycliste	NOM	NOM		p		m_o|t_o|s_i|k_l_i_s_t_#	m_o|t_o|c_y|c_l_i_s_t_es	1.35	0.03
motoneige	motonEZ	motoneige	NOM	NOM	f	s		m_o|t_o|n_E_Z	m_o|t_o|n_ei_ge	0.0	0.34
motoneiges	motonEZ	motoneige	NOM	NOM	f	p		m_o|t_o|n_E_Z_#	m_o|t_o|n_ei_g_es	0.0	0.26
motoneurone	moton2ROn	motoneurone	NOM	NOM	m	s		m_o|t_o|n_2|R_O_n_#	m_o|t_o|n_eu|r_o_n_e	0.0	0.01
motorisation	motoRizasj§	motorisation	NOM	NOM	f	s		m_o|t_o|R_i|z_a|s_j_§	m_o|t_o|r_i|s_a|t_i_on	0.27	0.01
motoriser	motoRize	motoriser	VER	VER			inf;	m_o|t_o|R_i|z_e	m_o|t_o|r_i|s_er	0.07	0.0
motorisé	motoRize	motorisé	ADJ	VER,ADJ	m	s		m_o|t_o|R_i|z_e	m_o|t_o|r_i|s_é	0.41	0.12
motorisé	motoRize	motoriser	VER	VER,ADJ	m	s	par:pas;	m_o|t_o|R_i|z_e	m_o|t_o|r_i|s_é	0.41	0.04
motorisée	motoRize	motorisé	ADJ	VER,ADJ	f	s		m_o|t_o|R_i|z_e_#	m_o|t_o|r_i|s_é_e	0.68	0.2
motorisée	motoRize	motoriser	VER	VER,ADJ	f	s	par:pas;	m_o|t_o|R_i|z_e_#	m_o|t_o|r_i|s_é_e	0.34	0.04
motorisées	motoRize	motoriser	VER	VER,ADJ	f	p	par:pas;	m_o|t_o|R_i|z_e_#	m_o|t_o|r_i|s_é_es	0.14	0.01
motorisées	motoRize	motorisé	ADJ	VER,ADJ	f	p		m_o|t_o|R_i|z_e_#	m_o|t_o|r_i|s_é_es	0.47	0.0
motorisés	motoRize	motorisé	ADJ	VER,ADJ	m	p		m_o|t_o|R_i|z_e_#	m_o|t_o|r_i|s_é_s	0.68	0.16
motorisés	motoRize	motoriser	VER	VER,ADJ	m	p	par:pas;	m_o|t_o|R_i|z_e_#	m_o|t_o|r_i|s_é_s	0.47	0.0
motos	moto	moto	NOM	NOM	f	p		m_o|t_o_#	m_o|t_o_s	3.99	2.62
motrice	motRis	moteur	ADJ	ADJ,NOM	f	s		m_o|t_R_i_s_#	m_o|t_r_i_c_e	0.34	0.26
motrice	motRis	motrice	NOM	ADJ,NOM	f	s		m_o|t_R_i_s_#	m_o|t_r_i_c_e	0.14	0.0
motrices	motRis	moteur	ADJ	ADJ,NOM	f	p		m_o|t_R_i_s_#	m_o|t_r_i_c_es	0.14	0.2
motrices	motRis	motrice	NOM	ADJ,NOM	f	p		m_o|t_R_i_s_#	m_o|t_r_i_c_es	0.0	0.01
motricité	motRisite	motricité	NOM	NOM	f	s		m_o|t_R_i|s_i|t_e	m_o|t_r_i|c_i|t_é	0.0	0.42
mots	mo	mot	NOM	NOM	m	p		m_o_#	m_o_ts	293.31	104.72
motte	mOt	motte	NOM	NOM	f	s		m_O_t_#	m_o_tt_e	2.97	0.26
mottereau	mOt°Ro	mottereau	NOM	NOM	m	s		m_O|t_°|R_o	m_o|tt_e|r_eau	0.07	0.0
mottes	mOt	motte	NOM	NOM	f	p		m_O_t_#	m_o_tt_es	6.22	0.24
motteux	mot2	motteux	NOM	NOM	m			m_o|t_2_#	m_o|tt_eu_x	0.07	0.0
motus	motys	motus	ONO	ONO				m_o|t_y_s	m_o|t_u_s	1.01	0.88
mou	mu	mou	ADJ	ADJ,NOM	m	s		m_u	m_ou	17.09	5.53
mou	mu	mou	NOM	ADJ,NOM	m	s		m_u	m_ou	4.59	2.37
mouais	mwE	mouais	ONO	ONO				m_w_E_#	m_ou_ai_s	0.2	1.15
moucha	muSa	moucher	VER	VER			ind:pas:3s;	m_u|S_a	m_ou|ch_a	1.82	0.0
mouchachou	muSaSu	mouchachou	NOM	NOM	m	s		m_u|S_a|S_u	m_ou|ch_a|ch_ou	0.07	0.0
mouchage	muSaZ	mouchage	NOM	NOM	m	s		m_u|S_a_Z	m_ou|ch_a_ge	0.0	0.01
mouchai	muSe	moucher	VER	VER			ind:pas:1s;	m_u|S_e	m_ou|ch_ai	0.14	0.0
mouchaient	muSE	moucher	VER	VER			ind:imp:3p;	m_u|S_E	m_ou|ch_aient	0.2	0.0
mouchait	muSE	moucher	VER	VER			ind:imp:3s;	m_u|S_E	m_ou|ch_ait	0.41	0.15
mouchant	muS@	moucher	VER	VER			par:pre;	m_u|S_@	m_ou|ch_ant	0.2	0.0
mouchard	muSaR	mouchard	NOM	ADJ,NOM	m	s		m_u|S_a_R_#	m_ou|ch_a_r_d	1.62	4.16
mouchard	muSaR	mouchard	ADJ	ADJ,NOM	m	s		m_u|S_a_R_#	m_ou|ch_a_r_d	0.41	0.76
moucharda	muSaRda	moucharder	VER	VER			ind:pas:3s;	m_u|S_a_R|d_a	m_ou|ch_a_r|d_a	0.07	0.0
mouchardage	muSaRdaZ	mouchardage	NOM	NOM	m	s		m_u|S_a_R|d_a_Z	m_ou|ch_a_r|d_a_ge	0.2	0.04
mouchardait	muSaRdE	moucharder	VER	VER			ind:imp:3s;	m_u|S_a_R|d_E	m_ou|ch_a_r|d_ait	0.07	0.01
moucharde	muSaRd	mouchard	NOM	ADJ,NOM,VER	f	s		m_u|S_a_R_d_#	m_ou|ch_a_r_d_e	0.27	0.56
moucharde	muSaRd	moucharder	VER	ADJ,NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	m_u|S_a_R_d_#	m_ou|ch_a_r_d_e	0.0	0.25
moucharde	muSaRd	mouchard	ADJ	ADJ,NOM,VER	f	s		m_u|S_a_R_d_#	m_ou|ch_a_r_d_e	0.07	0.03
mouchardent	muSaRd	moucharder	VER	VER			ind:pre:3p;	m_u|S_a_R_d_#	m_ou|ch_a_r_d_ent	0.0	0.04
moucharder	muSaRde	moucharder	VER	VER			inf;	m_u|S_a_R|d_e	m_ou|ch_a_r|d_er	0.54	0.46
mouchardera	muSaRd°Ra	moucharder	VER	VER			ind:fut:3s;	m_u|S_a_R|d_°|R_a	m_ou|ch_a_r|d_e|r_a	0.0	0.02
moucharderait	muSaRd°RE	moucharder	VER	VER			cnd:pre:3s;	m_u|S_a_R|d_°|R_E	m_ou|ch_a_r|d_e|r_ait	0.07	0.01
mouchardes	muSaRd	moucharder	VER	ADJ,VER			ind:pre:2s;	m_u|S_a_R_d_#	m_ou|ch_a_r_d_es	0.07	0.14
mouchardes	muSaRd	mouchard	ADJ	ADJ,VER	f	p		m_u|S_a_R_d_#	m_ou|ch_a_r_d_es	0.0	0.01
mouchards	muSaR	mouchard	NOM	ADJ,NOM	m	p		m_u|S_a_R_#	m_ou|ch_a_r_ds	0.88	1.28
mouchards	muSaR	mouchard	ADJ	ADJ,NOM	m	p		m_u|S_a_R_#	m_ou|ch_a_r_ds	0.07	0.0
mouchardé	muSaRde	moucharder	VER	VER	m	s	par:pas;	m_u|S_a_R|d_e	m_ou|ch_a_r|d_é	0.07	0.61
mouche	muS	mouche	NOM	NOM,VER	f	s		m_u_S_#	m_ou_ch_e	18.72	15.36
mouche	muS	moucher	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	m_u_S_#	m_ou_ch_e	1.08	0.9
mouchent	muS	moucher	VER	VER			ind:pre:3p;	m_u_S_#	m_ou_ch_ent	0.2	0.0
moucher	muSe	moucher	VER	VER			inf;	m_u|S_e	m_ou|ch_er	1.28	0.76
moucheron	muS°R§	moucheron	NOM	NOM	m	s		m_u|S_°|R_§	m_ou|ch_e|r_on	0.74	1.93
moucherons	muS°R§	moucheron	NOM	NOM	m	p		m_u|S_°|R_§_#	m_ou|ch_e|r_on_s	1.69	0.26
mouches	muS	mouche	NOM	NOM,VER	f	p		m_u_S_#	m_ou_ch_es	28.18	9.29
mouches	muS	moucher	VER	NOM,VER			ind:pre:2s;	m_u_S_#	m_ou_ch_es	0.0	0.04
mouchetait	muS°tE	moucheter	VER	VER			ind:imp:3s;	m_u|S_°|t_E	m_ou|ch_e|t_ait	0.07	0.0
mouchetant	muS°t@	moucheter	VER	VER			par:pre;	m_u|S_°|t_@	m_ou|ch_e|t_ant	0.07	0.0
mouchette	muSEt	moucheter	VER	VER,NOM			ind:pre:3s;	m_u|S_E_t_#	m_ou|ch_e_tt_e	0.07	0.0
mouchette	muSEt	mouchette	NOM	VER,NOM	f	s		m_u|S_E_t_#	m_ou|ch_e_tt_e	0.14	0.0
moucheture	muS°tyR	moucheture	NOM	NOM	f	s		m_u|S_°|t_y_R_#	m_ou|ch_e|t_u_r_e	0.0	0.01
mouchetures	muS°tyR	moucheture	NOM	NOM	f	p		m_u|S_°|t_y_R_#	m_ou|ch_e|t_u_r_es	0.41	0.01
moucheté	muS°te	moucheté	ADJ	VER,ADJ	m	s		m_u|S_°|t_e	m_ou|ch_e|t_é	0.41	0.1
moucheté	muS°te	moucheter	VER	VER,ADJ	m	s	par:pas;	m_u|S_°|t_e	m_ou|ch_e|t_é	0.41	0.0
mouchetée	muS°te	moucheté	ADJ	VER,ADJ	f	s		m_u|S_°|t_e_#	m_ou|ch_e|t_é_e	0.2	0.1
mouchetée	muS°te	moucheter	VER	VER,ADJ	f	s	par:pas;	m_u|S_°|t_e_#	m_ou|ch_e|t_é_e	0.27	0.0
mouchetées	muS°te	moucheté	ADJ	VER,ADJ	f	p		m_u|S_°|t_e_#	m_ou|ch_e|t_é_es	0.2	0.1
mouchetées	muS°te	moucheter	VER	VER,ADJ	f	p	par:pas;	m_u|S_°|t_e_#	m_ou|ch_e|t_é_es	0.07	0.01
mouchetés	muS°te	moucheter	VER	VER,ADJ	m	p	par:pas;	m_u|S_°|t_e_#	m_ou|ch_e|t_é_s	0.2	0.01
mouchetés	muS°te	moucheté	ADJ	VER,ADJ	m	p		m_u|S_°|t_e_#	m_ou|ch_e|t_é_s	0.34	0.0
moucheur	muS9R	moucheur	NOM	NOM	m	s		m_u|S_9_R	m_ou|ch_eu_r	0.07	0.01
mouchez	muSe	moucher	VER	VER			imp:pre:2p;ind:pre:2p;	m_u|S_e	m_ou|ch_ez	0.07	0.22
mouchoir	muSwaR	mouchoir	NOM	NOM	m	s		m_u|S_wa_R	m_ou|ch_oi_r	28.85	9.84
mouchoirs	muSwaR	mouchoir	NOM	NOM	m	p		m_u|S_wa_R_#	m_ou|ch_oi_r_s	5.74	1.69
mouchons	muS§	moucher	VER	VER			ind:pre:1p;	m_u|S_§	m_ou|ch_ons	0.07	0.0
mouché	muSe	moucher	VER	VER	m	s	par:pas;	m_u|S_e	m_ou|ch_é	0.81	0.39
mouchée	muSe	moucher	VER	VER	f	s	par:pas;	m_u|S_e_#	m_ou|ch_é_e	0.2	0.06
mouchés	muSe	moucher	VER	VER	m	p	par:pas;	m_u|S_e_#	m_ou|ch_é_s	0.07	0.04
moud	mu	moudre	VER	VER			ind:pre:3s;	m_u_#	m_ou_d	0.14	0.38
moudjahiddine	mudZaidin	moudjahiddine	NOM	NOM	m	s		m_u|d_Z_a_#|i|d_i_n_#	m_ou|d_j_a_h|i|dd_i_n_e	0.07	0.03
moudjahidin	mudZaid5	moudjahidin	NOM	NOM	m	p		m_u|d_Z_a_#|i|d_5	m_ou|d_j_a_h|i|d_in	0.0	0.16
moudjahidine	mudZaidin	moudjahidine	NOM	NOM	m	p		m_u|d_Z_a_#|i|d_i_n_#	m_ou|d_j_a_h|i|d_i_n_e	0.0	0.01
moudrai	mudRe	moudre	VER	VER			ind:fut:1s;	m_u|d_R_e	m_ou|d_r_ai	0.0	0.1
moudre	mudR	moudre	VER	VER			inf;	m_u_d_R_#	m_ou_d_r_e	1.22	0.72
mouds	mu	moudre	VER	VER			ind:pre:1s;	m_u_#	m_ou_ds	0.07	0.0
moue	mu	moue	NOM	NOM	f	s		m_u_#	m_ou_e	17.43	0.76
moues	mu	moue	NOM	NOM	f	p		m_u_#	m_ou_es	1.15	0.02
mouette	mwEt	mouette	NOM	NOM	f	s		m_w_E_t_#	m_ou_e_tt_e	5.47	1.43
mouettes	mwEt	mouette	NOM	NOM	f	p		m_w_E_t_#	m_ou_e_tt_es	10.34	1.81
moufetait	muf°tE	moufeter	VER	VER			ind:imp:3s;	m_u|f_°|t_E	m_ou|f_e|t_ait	0.07	0.0
moufette	mufEt	moufette	NOM	NOM	f	s		m_u|f_E_t_#	m_ou|f_e_tt_e	0.0	0.04
